team,offense,defense,tempo,luck,margin,schedule_margin,opponent_offense,opponent_defense,non_conference,conf,year
UT Arlington,102.5,105.3,66.2,-.070,-2.86,-1.85,102.3,104.1,5.98,Slnd,2006
Lehigh,96.8,99.8,63.7,.065,-3.05,-6.77,98.2,105.0,-4.09,Pat,2006
WI Green Bay,102.8,105.8,63.1,.056,-3.06,-0.04,104.2,104.2,-0.53,Horz,2006
Binghamton,95.8,99.0,63.3,.015,-3.19,-6.83,100.1,107.0,-1.60,AE,2006
Austin Peay,102.8,106.0,66.7,.032,-3.21,-5.53,101.6,107.1,-1.38,OVC,2006
Vermont,98.5,101.9,64.7,-.067,-3.38,-3.85,100.2,104.1,2.34,AE,2006
Southern Univ,96.2,99.6,64.8,.081,-3.40,-7.68,96.6,104.3,13.07,SWAC,2006
San Jose St,95.8,99.3,67.9,-.140,-3.49,3.15,105.8,102.7,1.71,WAC,2006
Ball St,98.2,101.7,63.3,-.092,-3.50,0.69,103.3,102.6,3.78,MAC,2006
Idaho St,104.6,108.2,71.0,-.015,-3.52,-2.73,102.4,105.2,-4.65,BSky,2006
Delaware St,102.1,105.7,54.5,.106,-3.57,-5.11,98.6,103.7,14.07,MEAC,2006
Tennessee Tech,100.4,104.0,68.4,.104,-3.63,-4.08,102.6,106.7,8.49,OVC,2006
Boston Univ,97.1,101.0,59.3,-.042,-3.87,-3.53,100.6,104.1,5.00,AE,2006
Pepperdine,97.1,101.4,66.7,-.016,-4.31,4.77,106.2,101.4,7.44,WCC,2006
Jacksonville St,106.6,111.0,70.0,.033,-4.40,-5.74,101.3,107.0,1.05,OVC,2006
Lamar,103.7,108.1,72.2,.005,-4.44,-5.79,100.1,105.9,-3.27,Slnd,2006
North Texas,102.5,106.9,71.8,.001,-4.45,-1.75,100.8,102.5,-2.27,SB,2006
Tennessee St,104.2,108.7,65.0,-.030,-4.54,-4.06,102.3,106.3,6.95,OVC,2006
Tulane,94.7,99.6,65.9,.008,-4.93,-0.22,101.4,101.6,0.53,CUSA,2006
Canisius,103.6,108.5,64.6,-.066,-4.97,-0.79,105.3,106.1,-3.32,MAAC,2006
Tulsa,94.2,99.2,64.4,.014,-5.05,-0.32,101.8,102.1,-1.77,CUSA,2006
Portland,102.6,107.7,65.6,.046,-5.14,1.39,103.2,101.8,-0.00,WCC,2006
High Point,100.8,106.0,70.4,.041,-5.21,-5.22,101.3,106.6,-1.57,BSth,2006
Montana St,103.4,108.7,66.7,.035,-5.26,-3.89,102.2,106.1,-6.98,BSky,2006
Ark Little Rock,95.6,100.9,64.6,.012,-5.28,-3.75,101.1,104.8,-6.34,SB,2006
Arkansas St,104.7,110.0,67.2,-.028,-5.35,-0.80,101.5,102.3,1.27,SB,2006
Rice,100.2,105.6,65.3,.030,-5.36,0.29,101.4,101.1,0.40,CUSA,2006
McNeese St,97.9,103.5,70.0,.026,-5.56,-2.91,100.6,103.5,5.51,Slnd,2006
Georgia St,102.3,107.9,63.6,-.104,-5.62,2.48,103.8,101.3,0.52,CAA,2006
ETSU,99.7,105.4,73.0,-.066,-5.73,-11.41,98.8,110.2,-3.36,ASun,2006
Delaware,96.8,102.6,67.6,-.033,-5.73,1.03,103.7,102.6,-5.26,CAA,2006
TN Martin,103.3,109.2,67.5,-.003,-5.88,-4.06,102.0,106.0,8.19,OVC,2006
Marshall,98.1,104.1,65.2,.034,-6.02,-2.45,100.6,103.0,-5.28,CUSA,2006
Furman,102.6,108.7,62.6,-.016,-6.04,-6.21,100.6,106.8,-3.91,SC,2006
Fairfield,106.4,112.5,65.5,.034,-6.12,1.45,105.5,104.1,4.71,MAAC,2006
UT San Antonio,99.9,106.0,69.9,-.081,-6.13,-3.44,100.6,104.0,-0.98,Slnd,2006
Elon,97.6,103.8,64.0,.076,-6.23,-2.22,103.0,105.2,6.26,SC,2006
Utah Valley,101.8,108.2,59.3,-.011,-6.37,-8.52,99.0,107.5,-7.10,ind,2006
Rider,100.9,107.3,67.6,-.035,-6.39,1.00,105.1,104.1,2.83,MAAC,2006
Radford,104.1,110.6,67.0,.047,-6.48,-6.81,99.5,106.3,-3.14,BSth,2006
New Orleans,99.1,105.6,63.0,.002,-6.53,1.27,102.6,101.3,7.17,SB,2006
W Michigan,96.6,103.2,64.7,.103,-6.55,0.74,103.2,102.5,3.25,MAC,2006
Cornell,98.9,105.6,62.1,-.029,-6.71,-6.40,98.9,105.3,-1.40,Ivy,2006
Chicago St,101.2,108.1,65.3,.043,-6.90,-0.62,104.3,104.9,11.15,MCon,2006
William & Mary,98.6,105.7,65.3,-.070,-7.05,0.02,102.5,102.4,-8.29,CAA,2006
Chattanooga,98.8,106.0,67.1,.107,-7.18,-4.99,100.7,105.7,-2.42,SC,2006
St Bonaventure,100.3,107.5,67.5,-.064,-7.24,-0.27,103.5,103.8,-4.36,A10,2006
Appalachian St,100.6,107.8,64.1,.021,-7.25,-4.79,101.0,105.8,0.12,SC,2006
TCU,94.0,101.2,66.5,-.060,-7.26,2.91,104.2,101.3,-1.79,MWC,2006
Robert Morris,104.0,111.3,66.7,.035,-7.30,-6.65,98.6,105.2,-2.49,NEC,2006
Hartford,101.6,109.1,65.1,-.026,-7.45,-7.53,97.8,105.3,-5.95,AE,2006
Mt St Mary's,96.8,104.4,63.4,-.008,-7.57,-5.99,100.4,106.4,-0.69,NEC,2006
Cleveland St,91.6,99.4,68.1,-.010,-7.75,0.06,104.9,104.8,-1.34,Horz,2006
W Carolina,99.7,107.5,63.4,-.036,-7.77,-3.75,101.4,105.2,2.15,SC,2006
FL Atlantic,102.4,110.2,65.0,.013,-7.80,-9.93,98.9,108.9,-1.06,ASun,2006
Richmond,93.6,101.4,55.2,.088,-7.85,0.33,102.9,102.5,-4.98,A10,2006
Cal Poly SLO,99.8,107.7,62.6,-.025,-7.88,-0.70,103.5,104.2,0.71,BW,2006
Southern Utah,101.7,109.6,64.6,-.100,-7.93,-4.01,102.6,106.6,1.61,MCon,2006
Towson,103.1,111.1,67.4,.074,-7.97,-1.76,101.3,103.1,-8.21,CAA,2006
Weber St,99.0,107.0,62.6,.020,-8.01,-1.02,104.3,105.4,-1.28,BSky,2006
Wofford,99.6,107.7,63.2,-.079,-8.13,-1.74,102.7,104.5,10.23,SC,2006
Youngstown St,103.5,111.7,63.8,-.108,-8.15,-0.85,103.8,104.7,-3.83,Horz,2006
Quinnipiac,98.6,106.8,69.9,-.021,-8.19,-6.83,99.1,105.9,-6.85,NEC,2006
Wagner,97.4,105.8,65.3,.009,-8.48,-7.09,98.8,105.9,-5.94,NEC,2006
Harvard,96.8,105.3,69.1,.016,-8.51,-7.25,98.2,105.4,-4.13,Ivy,2006
Sacred Heart,97.6,106.2,65.5,-.039,-8.57,-6.71,99.8,106.5,-3.14,NEC,2006
American Univ,98.5,107.1,63.7,.019,-8.62,-4.39,99.4,103.8,0.15,Pat,2006
Charleston So,99.6,108.3,65.6,.007,-8.67,-4.54,101.6,106.2,2.05,BSth,2006
Yale,96.0,104.7,68.4,.069,-8.72,-7.79,97.7,105.5,-5.38,Ivy,2006
Bowling Green,97.5,106.3,66.4,-.012,-8.79,2.20,104.0,101.8,1.98,MAC,2006
E Kentucky,105.0,113.9,63.2,.042,-8.90,-4.44,102.0,106.5,2.97,OVC,2006
CS Northridge,95.6,104.8,69.3,.038,-9.16,-2.45,102.8,105.2,-2.91,BW,2006
Gardner Webb,100.4,109.6,62.7,.159,-9.19,-7.38,100.4,107.8,9.37,ASun,2006
E Michigan,100.0,109.4,65.4,-.041,-9.34,-1.52,101.9,103.4,-3.00,MAC,2006
Princeton,97.0,106.4,52.9,.065,-9.35,-4.45,99.1,103.5,1.81,Ivy,2006
UMBC,101.1,110.6,65.0,-.040,-9.49,-5.32,100.0,105.3,-0.46,AE,2006
St Francis NY,93.1,102.7,64.9,-.005,-9.51,-5.65,100.5,106.2,1.10,NEC,2006
Alabama A&M,94.5,104.1,73.4,-.040,-9.65,-11.93,94.2,106.1,16.53,SWAC,2006
Jackson St,95.7,106.0,70.3,.008,-10.25,-9.43,95.8,105.2,3.35,SWAC,2006
Oakland,103.9,114.3,67.8,-.015,-10.34,-3.83,102.4,106.2,2.97,MCon,2006
Hampton,91.9,102.3,68.5,-.057,-10.40,-14.27,93.3,107.6,-8.98,MEAC,2006
East Carolina,95.6,106.3,63.3,-.031,-10.62,-1.39,100.4,101.8,-2.39,CUSA,2006
UNC Greensboro,99.5,110.3,65.6,.004,-10.86,-4.06,101.0,105.1,0.88,SC,2006
Florida Intl,89.6,100.5,65.7,.009,-10.88,0.00,104.4,104.4,3.21,SB,2006
S Carolina St,92.4,103.4,64.4,.050,-11.06,-8.48,97.3,105.8,7.21,MEAC,2006
IPFW,97.0,108.0,62.8,-.004,-11.07,-1.56,102.4,103.9,5.14,ind,2006
New Hampshire,98.2,109.3,58.7,.065,-11.16,-5.32,100.4,105.7,-1.50,AE,2006
Southern Miss,97.4,108.6,59.9,.003,-11.24,1.82,102.4,100.5,0.88,CUSA,2006
Missouri KC,102.1,113.4,65.6,.119,-11.28,-6.20,101.2,107.4,-2.81,MCon,2006
Coppin St,95.4,107.2,65.6,.047,-11.81,-6.25,97.8,104.1,16.38,MEAC,2006
Stetson,95.6,107.5,62.7,.026,-11.90,-9.58,99.5,109.0,-1.16,ASun,2006
Long Island,97.1,109.1,67.5,.048,-11.97,-7.47,99.2,106.7,-7.36,NEC,2006
ULM,92.8,105.0,64.8,.014,-12.19,-0.51,103.2,103.7,10.08,Slnd,2006
Ark Pine Bluff,85.0,97.5,66.7,-.040,-12.43,-11.48,95.3,106.8,3.24,SWAC,2006
Campbell,101.0,113.6,75.0,-.042,-12.59,-9.58,99.3,108.9,-2.10,ASun,2006
Colgate,92.6,105.2,62.2,-.046,-12.61,-6.79,98.2,105.0,-5.38,Pat,2006
UC Davis,98.6,111.2,62.5,-.005,-12.64,-2.22,102.8,105.0,-1.77,ind,2006
Norfolk St,90.9,104.0,65.2,.017,-13.10,-9.31,96.6,105.9,9.35,MEAC,2006
Idaho,97.8,110.9,61.6,-.064,-13.12,4.16,105.2,101.0,1.47,WAC,2006
Alabama St,94.0,107.5,66.1,.046,-13.52,-8.93,97.2,106.1,4.97,SWAC,2006
Florida A&M,97.8,111.5,66.7,.058,-13.66,-8.95,95.6,104.6,9.14,MEAC,2006
Lafayette,97.5,111.3,67.9,.023,-13.77,-4.42,99.5,103.9,0.69,Pat,2006
Maine,95.3,109.2,65.4,.029,-13.93,-6.37,99.1,105.5,-5.41,AE,2006
Bethune-Cookman,95.3,109.3,66.4,.085,-14.02,-11.65,94.5,106.2,2.58,MEAC,2006
UNC Asheville,97.0,111.1,67.5,.060,-14.03,-1.28,103.7,105.0,10.17,BSth,2006
Brown,91.3,105.5,63.8,.038,-14.18,-7.85,98.4,106.2,-6.54,Ivy,2006
Columbia,97.0,111.7,64.7,.068,-14.65,-8.10,97.6,105.7,-7.06,Ivy,2006
W Illinois,94.8,109.6,65.1,-.010,-14.80,-3.65,103.3,106.9,2.80,MCon,2006
S Dakota St,91.6,106.7,67.2,.067,-15.04,-0.24,104.2,104.4,5.19,ind,2006
C Michigan,89.1,104.1,66.3,-.045,-15.05,0.23,102.8,102.6,-1.33,MAC,2006
Duquesne,99.7,114.9,67.1,-.060,-15.17,1.75,104.3,102.6,-2.92,A10,2006
N Colorado,100.3,115.8,65.1,-.129,-15.43,-1.39,101.5,102.9,2.89,ind,2006
UC Riverside,90.6,106.1,70.2,.004,-15.50,-1.31,103.3,104.6,-1.25,BW,2006
Navy,93.7,109.2,69.8,-.030,-15.56,-7.57,97.2,104.8,-9.24,Pat,2006
Grambling,91.7,107.4,67.6,.136,-15.70,-11.50,93.6,105.1,8.92,SWAC,2006
Dartmouth,94.8,110.7,62.3,-.053,-15.87,-6.69,98.8,105.5,-4.13,Ivy,2006
Nicholls St,96.8,112.7,69.1,.060,-15.91,-3.91,100.7,104.6,1.83,Slnd,2006
Kennesaw,97.8,113.8,65.3,.066,-16.02,-8.91,99.7,108.6,2.04,ASun,2006
SE Missouri St,93.0,109.3,64.6,-.028,-16.32,-5.69,101.2,106.9,-1.82,OVC,2006
Alcorn St,93.0,109.4,68.4,-.004,-16.39,-7.57,96.6,104.1,8.98,SWAC,2006
James Madison,96.5,113.2,66.2,.013,-16.74,0.88,103.4,102.5,-4.13,CAA,2006
Longwood,96.9,113.6,71.1,.016,-16.79,-7.16,98.4,105.5,-4.95,ind,2006
Stony Brook,92.2,109.1,64.5,-.040,-16.88,-2.48,101.3,103.8,8.13,AE,2006
E Illinois,92.1,109.0,61.1,-.022,-16.96,-5.19,102.0,107.1,-1.26,OVC,2006
Howard,93.6,110.9,66.1,-.086,-17.28,-10.81,95.8,106.6,1.46,MEAC,2006
VMI,91.6,109.5,71.0,-.050,-17.85,-6.14,101.2,107.3,-4.19,BSth,2006
Centenary,94.1,112.7,66.3,-.032,-18.67,-3.56,103.2,106.7,1.75,MCon,2006
Mercer,97.1,115.8,67.3,.002,-18.73,-11.04,98.3,109.3,-9.96,ASun,2006
TX Southern,92.2,111.3,69.0,-.042,-19.15,-7.16,97.1,104.3,14.82,SWAC,2006
NC A&T,86.0,105.6,66.9,-.043,-19.52,-9.13,97.0,106.1,4.79,MEAC,2006
Texas St,93.1,113.0,65.5,-.049,-19.94,-3.62,100.9,104.5,0.30,Slnd,2006
MS Valley St,93.9,113.9,61.0,.060,-20.03,-9.26,95.8,105.1,7.76,SWAC,2006
Liberty,91.2,111.3,65.0,.004,-20.15,-3.79,102.1,105.9,-0.69,BSth,2006
North Florida,94.5,115.7,65.5,-.093,-21.22,-10.68,98.3,108.9,-7.28,ASun,2006
MD E Shore,90.7,112.0,69.6,.007,-21.28,-10.64,95.2,105.8,0.41,MEAC,2006
St Francis PA,93.9,115.4,60.5,-.021,-21.49,-4.90,100.5,105.4,0.03,NEC,2006
UTRGV,88.4,110.0,65.5,-.045,-21.53,-1.98,102.1,104.1,3.29,ind,2006
Morehead St,91.1,112.7,63.9,-.068,-21.58,-4.59,101.8,106.4,1.69,OVC,2006
Jacksonville,93.2,115.7,72.1,-.084,-22.53,-6.87,100.7,107.6,7.28,ASun,2006
Citadel,91.0,115.4,64.8,.042,-24.46,-7.49,99.4,106.9,-13.27,SC,2006
Army,87.9,114.4,60.4,-.028,-26.50,-6.81,97.8,104.6,-9.89,Pat,2006
Prairie View,86.9,114.6,71.3,-.066,-27.79,-9.93,95.8,105.7,2.10,SWAC,2006
Morgan St,79.4,110.5,65.1,.020,-31.06,-8.67,97.1,105.8,6.21,MEAC,2006
Savannah St,80.4,118.6,67.7,-.007,-38.11,-4.43,100.2,104.7,-3.72,ind,2006
North Carolina,121.0,89.6,72.4,-.046,31.37,10.95,111.0,100.1,3.10,ACC,2007
Florida,122.8,92.0,65.8,.028,30.81,8.73,109.1,100.3,-6.87,SEC,2007
Ohio St,121.0,91.7,64.9,.057,29.33,9.82,109.0,99.2,-1.71,B10,2007
Georgetown,122.0,93.5,59.4,.006,28.48,10.41,109.7,99.3,-1.02,BE,2007
Kansas,115.3,87.5,68.7,.031,27.81,6.86,108.1,101.2,-0.93,B12,2007
UCLA,115.4,88.3,63.7,.019,27.15,11.08,111.0,99.9,5.93,P10,2007
Texas A&M,119.3,92.3,63.7,-.047,26.97,5.38,106.7,101.4,-5.98,B12,2007
Wisconsin,115.6,90.1,63.8,.034,25.45,7.78,108.1,100.3,-1.57,B10,2007
Memphis,115.4,90.6,68.4,.030,24.81,2.93,105.3,102.4,3.41,CUSA,2007
Duke,113.2,89.9,64.5,-.074,23.30,11.30,110.7,99.4,3.88,ACC,2007
Pittsburgh,118.1,95.2,62.2,.033,22.90,9.54,109.6,100.1,0.72,BE,2007
Maryland,112.4,90.0,71.4,-.027,22.42,8.48,108.9,100.4,-3.07,ACC,2007
Kentucky,117.0,95.3,65.8,-.029,21.73,13.23,111.0,97.8,8.21,SEC,2007
Indiana,115.4,93.8,64.9,-.058,21.58,9.96,108.5,98.5,1.51,B10,2007
Butler,118.0,96.5,58.1,.016,21.45,4.77,106.6,101.8,6.61,Horz,2007
S Illinois,109.8,88.8,61.0,.017,21.03,10.19,110.2,100.0,7.30,MVC,2007
Michigan St,112.8,91.8,60.3,-.036,20.97,9.07,109.2,100.2,-1.63,B10,2007
Oregon,118.3,97.6,66.0,.031,20.76,7.19,108.0,100.8,-9.09,P10,2007
Louisville,113.5,93.1,64.2,-.046,20.35,7.29,107.9,100.6,-3.61,BE,2007
Air Force,116.5,96.3,57.5,-.021,20.20,3.24,106.5,103.2,-1.91,MWC,2007
Villanova,113.4,93.3,65.8,-.036,20.11,11.02,110.5,99.5,2.82,BE,2007
Notre Dame,118.1,98.1,70.7,-.018,20.02,4.03,105.9,101.9,-13.12,BE,2007
Georgia Tech,116.9,97.3,67.2,-.067,19.61,9.63,109.5,99.9,-3.11,ACC,2007
Arizona,119.5,100.1,68.3,-.009,19.43,12.20,110.4,98.2,10.23,P10,2007
Texas,119.5,100.3,67.6,-.008,19.24,7.56,108.1,100.6,-2.00,B12,2007
Mississippi St,113.5,94.5,69.6,-.114,19.03,8.60,109.3,100.6,-1.61,SEC,2007
Washington St,111.7,92.8,60.0,.004,18.87,6.79,107.6,100.9,-4.96,P10,2007
Creighton,113.8,95.3,62.7,-.023,18.53,8.84,108.3,99.4,4.10,MVC,2007
Clemson,112.3,93.9,66.4,-.009,18.46,8.85,109.8,100.9,-3.81,ACC,2007
Purdue,110.7,92.4,66.5,.002,18.31,9.37,109.8,100.4,1.08,B10,2007
Tennessee,115.9,97.6,71.3,.035,18.29,10.57,110.3,99.8,1.81,SEC,2007
Xavier,117.3,99.2,66.2,-.047,18.13,2.83,106.5,103.6,3.40,A10,2007
West Virginia,116.5,98.5,63.2,.021,18.06,5.32,107.0,101.7,-6.55,BE,2007
Florida St,116.2,98.4,66.2,-.007,17.79,9.72,109.7,100.0,-3.30,ACC,2007
Missouri St,113.4,95.9,67.7,-.029,17.51,7.70,108.3,100.6,1.37,MVC,2007
Illinois,107.3,89.8,62.0,-.017,17.50,8.06,108.4,100.4,-0.20,B10,2007
Virginia Tech,112.4,95.0,63.7,-.004,17.38,9.85,109.9,100.1,0.79,ACC,2007
Marquette,111.8,94.6,67.6,.009,17.18,7.59,108.3,100.7,-4.27,BE,2007
USC,111.0,94.2,67.1,.016,16.86,8.26,108.3,100.0,-6.62,P10,2007
Syracuse,112.0,95.2,70.4,-.066,16.84,5.78,106.3,100.5,-3.80,BE,2007
UNLV,112.6,95.8,65.2,.098,16.83,5.61,109.1,103.5,2.29,MWC,2007
Arkansas,110.6,93.9,66.1,-.021,16.62,10.10,110.3,100.2,1.28,SEC,2007
Vanderbilt,115.7,99.4,66.6,.008,16.23,9.34,109.5,100.2,-2.74,SEC,2007
Boston College,117.3,101.1,64.3,.026,16.18,10.36,110.7,100.4,-2.41,ACC,2007
Akron,115.2,99.1,63.8,-.056,16.15,-1.65,102.8,104.5,-4.55,MAC,2007
BYU,116.7,100.6,67.6,.001,16.11,4.24,106.8,102.5,-0.30,MWC,2007
Nevada,117.2,101.2,66.3,.030,16.09,1.98,104.2,102.2,1.53,WAC,2007
Virginia,114.1,98.7,67.9,.006,15.43,8.27,109.2,100.9,-4.35,ACC,2007
Gonzaga,115.3,100.0,67.1,-.032,15.31,4.15,106.7,102.5,9.52,WCC,2007
DePaul,111.5,96.3,62.4,-.018,15.27,9.86,109.6,99.7,4.94,BE,2007
Winthrop,112.9,98.0,61.9,.055,14.81,-2.71,103.1,105.8,15.06,BSth,2007
VA Commonwealth,116.6,102.0,65.5,.002,14.55,0.20,104.2,104.0,0.25,CAA,2007
Bradley,115.9,101.5,67.8,.026,14.35,9.00,108.8,99.8,3.61,MVC,2007
LSU,107.8,93.5,63.1,-.096,14.35,8.55,109.1,100.5,-1.46,SEC,2007
Georgia,111.0,96.7,67.4,-.031,14.30,10.49,110.2,99.7,-3.46,SEC,2007
Connecticut,104.0,90.2,68.4,-.110,13.78,5.20,106.9,101.7,-5.45,BE,2007
Kansas St,109.3,95.6,65.8,.026,13.71,5.58,107.5,101.9,-1.68,B12,2007
Oklahoma,107.4,93.8,62.8,-.133,13.68,6.72,107.5,100.8,-4.67,B12,2007
Michigan,108.9,95.3,63.1,.037,13.53,7.14,107.8,100.6,-4.86,B10,2007
Mississippi,112.7,99.2,67.2,.017,13.49,7.75,108.1,100.3,-6.63,SEC,2007
Davidson,111.8,98.5,71.9,.067,13.32,-1.70,103.2,104.9,4.64,SC,2007
Alabama,114.7,101.6,65.3,.019,13.04,8.15,108.3,100.2,-4.84,SEC,2007
Missouri,111.4,98.6,72.0,-.054,12.78,4.71,105.7,101.0,-3.93,B12,2007
Old Dominion,108.6,95.9,65.8,.013,12.70,0.84,105.6,104.8,0.64,CAA,2007
Wichita St,111.1,98.7,63.4,-.071,12.42,8.38,109.5,101.1,1.66,MVC,2007
Stanford,109.7,97.3,65.9,.028,12.37,9.50,109.2,99.7,-0.33,P10,2007
Massachusetts,109.1,96.8,70.6,.009,12.36,0.96,106.2,105.3,0.17,A10,2007
Washington,113.2,101.0,69.2,.018,12.17,6.92,108.2,101.2,-5.49,P10,2007
Northern Iowa,109.0,97.6,61.6,-.014,11.43,8.01,109.7,101.7,0.69,MVC,2007
Iowa,110.6,99.6,66.5,-.006,11.06,7.48,107.2,99.7,-2.56,B10,2007
Texas Tech,112.2,101.3,64.9,.056,10.98,7.79,108.3,100.5,2.29,B12,2007
Providence,111.8,100.8,68.6,-.024,10.93,5.39,107.5,102.1,-5.62,BE,2007
Drexel,103.5,92.9,64.4,.051,10.65,2.55,106.6,104.1,9.56,CAA,2007
Oklahoma St,109.2,98.6,65.4,.044,10.63,6.66,108.1,101.5,-2.47,B12,2007
NC State,112.2,101.8,66.2,.048,10.46,9.67,109.3,99.7,-7.99,ACC,2007
Appalachian St,111.2,100.8,66.7,.074,10.37,0.67,104.7,104.0,13.51,SC,2007
Santa Clara,106.7,96.7,63.8,.035,10.03,1.46,105.7,104.3,3.12,WCC,2007
California,111.7,101.7,64.5,-.020,9.99,9.68,109.1,99.4,2.24,P10,2007
Hawaii,104.5,94.6,69.2,-.094,9.87,1.69,105.3,103.6,1.43,WAC,2007
San Diego St,104.4,94.6,69.0,.052,9.87,4.89,108.1,103.2,-1.93,MWC,2007
Kent,105.2,95.3,65.4,.003,9.85,1.80,105.5,103.7,2.48,MAC,2007
Nebraska,109.0,100.0,62.2,-.012,8.99,6.80,107.1,100.3,-0.78,B12,2007
Evansville,113.2,104.6,64.3,-.072,8.54,6.32,108.4,102.1,-2.78,MVC,2007
Loyola-Chicago,110.3,101.9,65.0,-.001,8.42,1.02,105.2,104.2,-0.09,Horz,2007
Auburn,106.9,98.5,70.2,.009,8.39,7.94,109.0,101.1,-5.97,SEC,2007
Illinois St,107.1,98.7,65.0,-.061,8.38,6.37,107.6,101.3,-3.19,MVC,2007
Miami OH,105.7,97.4,58.1,-.024,8.38,4.09,106.2,102.1,6.44,MAC,2007
Oral Roberts,107.1,98.7,66.5,-.007,8.36,-0.93,104.9,105.8,4.23,MCon,2007
George Mason,106.5,98.6,60.8,-.071,7.91,1.18,105.1,103.9,4.39,CAA,2007
Utah St,111.2,103.4,63.5,.039,7.82,2.72,105.4,102.7,0.15,WAC,2007
TAM C. Christi,114.1,106.4,68.1,.057,7.76,-5.12,100.8,105.9,2.12,Slnd,2007
Penn,109.8,102.1,67.9,.047,7.69,-2.74,102.5,105.3,1.14,Ivy,2007
Holy Cross,103.0,95.6,62.5,.025,7.40,-3.70,101.5,105.2,0.98,Pat,2007
Houston,107.1,99.8,68.8,-.023,7.30,3.89,105.7,101.8,4.48,CUSA,2007
G Washington,105.0,97.7,66.9,.089,7.28,-0.57,104.7,105.3,-5.16,A10,2007
New Mexico St,108.3,101.1,69.7,.035,7.27,-0.30,104.2,104.5,-3.75,WAC,2007
St Joseph's PA,109.1,102.1,62.5,-.043,7.01,2.47,106.6,104.1,3.16,A10,2007
Bucknell,106.6,99.7,61.3,-.001,6.83,-2.93,101.4,104.3,3.81,Pat,2007
Hofstra,115.2,108.5,64.7,.053,6.69,0.89,103.7,102.8,2.30,CAA,2007
Wright St,104.5,97.8,63.0,.137,6.66,0.23,105.7,105.5,-2.57,Horz,2007
Utah Valley,109.9,103.2,62.6,-.010,6.61,-8.15,100.7,108.9,-2.42,ind,2007
Wake Forest,107.6,101.1,70.7,.050,6.50,10.47,110.6,100.2,-3.05,ACC,2007
St Mary's CA,106.5,100.0,65.1,-.102,6.49,1.60,104.2,102.6,4.50,WCC,2007
N Dakota St,109.6,103.4,67.2,-.075,6.20,-6.87,99.8,106.6,0.89,ind,2007
Seton Hall,108.5,102.3,70.2,-.100,6.19,5.28,107.0,101.7,-4.38,BE,2007
Fresno St,102.5,96.3,68.7,.052,6.18,-0.26,103.5,103.8,-4.67,WAC,2007
Baylor,111.0,105.1,67.0,-.058,5.91,5.37,107.2,101.9,-13.41,B12,2007
Colorado St,108.3,102.6,67.8,.010,5.75,3.89,106.8,102.9,-4.48,MWC,2007
Miami FL,113.2,107.5,63.4,-.077,5.73,9.02,109.3,100.3,-4.34,ACC,2007
Drake,113.8,108.2,67.6,.052,5.64,6.22,107.7,101.4,-5.09,MVC,2007
Toledo,105.7,100.1,66.9,.057,5.61,3.39,105.6,102.2,9.18,MAC,2007
UCF,109.5,104.0,63.6,-.003,5.54,-3.89,101.1,105.0,-10.96,CUSA,2007
Long Beach St,112.2,106.8,71.0,.110,5.44,-3.34,102.0,105.4,-2.96,BW,2007
Boise St,106.8,101.4,70.5,-.057,5.37,1.45,104.3,102.8,-0.98,WAC,2007
Tulsa,101.4,96.2,65.5,-.020,5.25,-1.67,102.0,103.7,-7.95,CUSA,2007
WKU,112.3,107.1,68.2,-.016,5.21,-3.84,103.0,106.8,4.41,SB,2007
UAB,102.6,97.7,64.0,-.042,4.92,3.20,105.0,101.8,4.65,CUSA,2007
W Michigan,108.2,103.5,67.6,-.024,4.75,2.96,105.2,102.2,9.34,MAC,2007
Marist,109.5,104.9,66.5,.017,4.56,-5.33,101.5,106.9,-2.85,MAAC,2007
St Louis,104.8,100.4,61.8,.096,4.39,3.49,107.2,103.7,5.86,A10,2007
Belmont,106.6,102.2,66.1,.022,4.38,-6.74,100.0,106.8,2.22,ASun,2007
Col Charleston,103.8,99.6,65.4,.032,4.19,-2.60,103.2,105.8,-1.77,SC,2007
Vermont,105.5,101.3,66.2,.055,4.16,-5.42,100.9,106.4,-1.39,AE,2007
Dayton,104.9,100.7,64.4,.086,4.12,1.21,105.7,104.5,-1.02,A10,2007
Ohio,109.4,105.3,66.2,.028,4.08,0.73,104.2,103.4,0.42,MAC,2007
South Carolina,110.3,106.4,61.0,.068,3.96,9.41,109.0,99.6,-3.71,SEC,2007
Southern Miss,104.0,100.3,65.2,.001,3.65,-1.00,101.8,102.8,-9.27,CUSA,2007
Oakland,110.2,106.7,63.9,.039,3.45,0.78,104.9,104.1,7.92,MCon,2007
St John's,103.3,99.9,63.8,.039,3.41,4.48,106.3,101.8,-8.30,BE,2007
Wyoming,109.0,105.6,68.9,.055,3.34,4.08,107.2,103.1,-2.72,MWC,2007
Temple,110.3,107.2,68.8,-.123,3.06,1.98,105.7,103.7,2.96,A10,2007
Sam Houston St,106.2,103.3,69.6,.008,2.91,-4.67,101.1,105.7,3.01,Slnd,2007
UTEP,103.7,101.0,72.1,-.137,2.68,-1.32,102.5,103.9,-6.61,CUSA,2007
Iowa St,101.4,98.7,63.3,.038,2.67,5.82,107.5,101.7,-5.14,B12,2007
Rhode Island,113.0,110.5,67.6,.066,2.55,2.08,105.8,103.7,0.72,A10,2007
Northwestern,105.5,103.0,56.9,-.049,2.51,6.48,107.4,101.0,-6.14,B10,2007
